iter	RMSE
199	12.68438458
200	12.6747832
201	12.66570467
202	12.65389842
203	12.64619291
204	12.6374329
205	12.62217749
206	12.61404952
207	12.60331399
208	12.59537664
209	12.58197551
210	12.57443419
211	12.56137317
212	12.55036457
213	12.54368479
214	12.53561359
215	12.52763005
216	12.51978973
217	12.50907431
218	12.49700172
219	12.48789212
220	12.48162436
221	12.47236788
222	12.46242068
223	12.45057313
224	12.44182681
225	12.4334948
226	12.42071905
227	12.4089946
228	12.40097954
229	12.39580189
230	12.39099723
231	12.38467695
232	12.37184473
233	12.36740693
234	12.35940393
235	12.3511578
236	12.34255495
237	12.33291296
238	12.3245324
239	12.31650155
240	12.30918336
241	12.3049211
242	12.294899
243	12.2865346
244	12.27574383
245	12.26296067
246	12.25750793
247	12.25054098
248	12.23978773
249	12.23527819
250	12.22594327
251	12.21928062
252	12.21187158
253	12.20409938
254	12.19622866
255	12.18798772
256	12.17875972
257	12.16725238
258	12.16253979
259	12.14939454
260	12.1429709
261	12.1379759
262	12.13125482
263	12.12344117
264	12.1180568
265	12.11079894
266	12.10619964
267	12.09630752
268	12.08509989
269	12.07897752
270	12.06888928
271	12.06502089
272	12.05867391
273	12.05354049
274	12.04464076
275	12.03567611
276	12.02605331
277	12.01800073
278	12.0115249
279	12.00385867
280	11.99594735
281	11.98946933
282	11.98585223
283	11.98152629
284	11.97313782
285	11.9677014
286	11.95799563
287	11.95139019
288	11.94312705
289	11.93913624
290	11.93109944
291	11.92630337
292	11.91916201
293	11.91405508
294	11.90271883
295	11.8957823
296	11.8908911
297	11.88372603
298	11.87921381
299	11.87180253
300	11.86518364
301	11.85701757
302	11.85197961
303	11.84402338
304	11.83821657
305	11.82817869
306	11.82185701
307	11.81861458
308	11.81028542
309	11.80173822
310	11.79568401
311	11.78926103
312	11.78524707
313	11.77858683
314	11.77364535
315	11.76817647
316	11.76048091
317	11.7566614
318	11.75126884
319	11.74483331
320	11.73483235
321	11.73040656
322	11.72369726
323	11.71821893
324	11.70976531
325	11.70277717
326	11.69472976
327	11.69109103
328	11.68645166
329	11.67812757
330	11.67159749
331	11.66266876
332	11.65595324
333	11.64840439
334	11.64299532
335	11.63669292
336	11.62826356
337	11.62447109
338	11.61981557
339	11.61452365
340	11.61072921
341	11.60509485
342	11.60234387
343	11.59760025
344	11.59218999
345	11.58958566
346	11.5834565
347	11.57555366
348	11.56934917
349	11.56332578
350	11.55526552
351	11.55189559
352	11.54913214
353	11.54217778
354	11.53987631
355	11.53471546
356	11.52953837
357	11.52206358
358	11.51646133
359	11.50961537
360	11.50275546
361	11.49831066
362	11.49424089
363	11.49020733
364	11.48550429
365	11.479356
366	11.47265704
367	11.4652833
368	11.45837272
369	11.45395528
370	11.44578486
371	11.44114973
372	11.43861145
373	11.43325711
374	11.42620667
375	11.41995725
376	11.41216655
377	11.40632487
378	11.40309534
379	11.40058389
380	11.39647224
381	11.39352281
382	11.38529609
383	11.37903943
384	11.37487859
385	11.37217473
386	11.36816021
387	11.36135475
388	11.35693247
389	11.35274021
390	11.34934891
391	11.34297571
392	11.33647809
393	11.33265316
394	11.32988186
395	11.32487237
396	11.31979272
397	11.31305289
398	11.30455348
399	11.29903864
400	11.29669512
401	11.29249395
402	11.2881181
403	11.28333132
404	11.27886622
405	11.27462737
406	11.27024176
407	11.26415653
408	11.25927495
409	11.25455694
410	11.24902596
411	11.24258354
412	11.23689185
413	11.23244653
414	11.22580629
415	11.22147388
416	11.21591829
417	11.21374226
418	11.21002627
419	11.20605358
420	11.20048244
421	11.19627683
422	11.19016794
423	11.18608719
424	11.18108331
425	11.17831149
426	11.17104729
427	11.16605013
428	11.16318594
429	11.15682239
430	11.14983521
431	11.14419983
432	11.13739944
433	11.13484051
434	11.12935395
435	11.12668746
436	11.12137724
437	11.11846155
438	11.1148754
439	11.11042214
440	11.10641254
441	11.1029215
442	11.09593246
443	11.09072316
444	11.08589159
445	11.07944416
446	11.07521788
447	11.07183009
448	11.06530698
449	11.06014428
450	11.05234107
451	11.04679928
452	11.04131622
453	11.03684518
454	11.03417857
455	11.02920854
456	11.0225172
457	11.0185915
458	11.0131297
459	11.00621127
460	11.00246761
461	10.99616965
462	10.99211581
463	10.98781102
464	10.98295887
465	10.97635363
466	10.97085033
467	10.96741659
468	10.9635633
469	10.95705673
470	10.95407859
471	10.94764826
472	10.94502304
473	10.9398988
474	10.93691637
475	10.93083854
476	10.92429263
477	10.91970597
478	10.9172943
479	10.91163013
480	10.90695234
481	10.90075723
482	10.89740672
483	10.8948589
484	10.88878514
485	10.88343167
486	10.88028083
487	10.87553613
488	10.87145621
489	10.86667719
490	10.86459096
491	10.85914032
492	10.85489008
493	10.85156734
494	10.84579915
495	10.84095885
496	10.83904621
497	10.8353897
498	10.83075049
499	10.82812355
500	10.8241635
501	10.82118548
502	10.81758248
503	10.81506957
504	10.81219563
505	10.80799632
506	10.80512723
507	10.79697885
508	10.78989415
509	10.78839828
510	10.78507955
511	10.78284807
512	10.77901927
513	10.7735443
514	10.76826848
515	10.76510401
516	10.7630111
517	10.75890726
518	10.75503344
519	10.75326651
520	10.74999128
521	10.74368278
522	10.73855881
523	10.73677347
524	10.73288004
525	10.73112646
526	10.72499605
527	10.7212419
528	10.71449416
529	10.70984455
530	10.70492803
531	10.70258703
532	10.69828863
533	10.69523297
534	10.69208325
535	10.68700285
536	10.68138503
537	10.67815599
538	10.67684505
539	10.67355685
540	10.6684301
541	10.66244161
542	10.658646
543	10.65471406
544	10.65039732
545	10.64426426
546	10.63909606
547	10.63449448
548	10.62979704
549	10.6260493
550	10.6224754
551	10.61823387
552	10.61481993
553	10.60968083
554	10.60680417
555	10.60009617
556	10.59616163
557	10.58998344
558	10.58646818
559	10.5821512
560	10.57804019
561	10.57408613
562	10.5702468
563	10.56689509
564	10.5616607
565	10.558404
566	10.55425818
567	10.54829253
568	10.54507054
569	10.54219433
570	10.5366806
571	10.5342668
572	10.53173255
573	10.52751063
574	10.5214183
575	10.51566621
576	10.51197869
577	10.50817572
578	10.50490286
579	10.50198765
580	10.49677716
581	10.49414595
582	10.49008603
583	10.48488988
584	10.48030062
585	10.47756143
586	10.47291449
587	10.46945228
588	10.46559985
589	10.46372114
590	10.45908532
591	10.45386276
592	10.45043765
593	10.44833892
594	10.44280521
595	10.43897333
596	10.43804783
597	10.43401282
598	10.43017558
599	10.42560885
600	10.42187984
601	10.41989675
602	10.41717965
603	10.41301231
604	10.40901414
605	10.40460982
606	10.39985376
607	10.39706189
608	10.39330415
609	10.39123595
610	10.38726114
611	10.3862614
612	10.37973514
613	10.3749021
614	10.36940692
615	10.36489276
616	10.36108313
617	10.35776345
618	10.35181189
619	10.34792316
620	10.34568432
621	10.34291539
622	10.33849005
623	10.33587631
624	10.33296014
625	10.32980425
626	10.32496405
627	10.32225114
628	10.31989489
629	10.31648056
630	10.3130325
631	10.31004579
632	10.30621482
633	10.30234044
634	10.29984822
635	10.29650844
636	10.29351296
637	10.29014385
638	10.28478781
639	10.27962993
640	10.27509386
641	10.27214438
642	10.26821782
643	10.2651445
644	10.26025442
645	10.25585232
646	10.25109993
647	10.24820921
648	10.24541308
649	10.24223568
650	10.23993006
651	10.23540572
652	10.23032179
653	10.22683008
654	10.22178963
655	10.21821931
656	10.21541992
657	10.21272003
658	10.21002325
659	10.20756805
660	10.20375693
661	10.19936205
662	10.19799433
663	10.19500814
664	10.19011021
665	10.18781172
666	10.18315252
667	10.18067257
668	10.17782832
669	10.17652369
670	10.17371429
671	10.16966951
672	10.16414224
673	10.16118167
674	10.15645659
675	10.15255813
676	10.15107201
677	10.14675926
678	10.14338805
679	10.1398495
680	10.13492162
681	10.12997437
682	10.1269559
683	10.12545923
684	10.12359215
685	10.120674
686	10.11716337
687	10.11333868
688	10.10919011
689	10.10557679
690	10.10256601
691	10.09921617
692	10.09642269
693	10.09503424
694	10.09169973
695	10.08977889
696	10.08631775
697	10.083219
698	10.07980171
699	10.0780085
700	10.07498425
701	10.07251199
702	10.06804611
703	10.06527009
704	10.06173453
705	10.05840118
706	10.05678519
707	10.05193614
708	10.05065229
709	10.04915678
710	10.04385783
711	10.0415239
712	10.03864839
713	10.03579582
714	10.03301915
715	10.02993442
716	10.02779675
717	10.02633143
718	10.0243672
719	10.02237383
720	10.01796629
721	10.01534983
722	10.01295389
723	10.01131956
724	10.00744126
725	10.00435055
726	10.00165397
727	9.996358565
728	9.994242001
729	9.990194669
730	9.986282186
731	9.981436631
732	9.978457418
733	9.974619732
734	9.971117793
735	9.966632817
736	9.963322871
737	9.96046596
738	9.957435717
739	9.955119926
740	9.953113152
741	9.950031827
742	9.948402834
743	9.943099563
744	9.940430919
745	9.938729062
746	9.935465395
747	9.934452149
748	9.930918908
749	9.92788376
750	9.925103388
751	9.922940455
752	9.919796639
753	9.916869771
754	9.916509031
755	9.913145157
756	9.911474513
757	9.910060401
758	9.907952869
759	9.906315689
760	9.904298433
761	9.901329935
762	9.898383801
763	9.895763016
764	9.893770071
765	9.891492852
766	9.887649059
767	9.885988336
768	9.882718244
769	9.88073968
770	9.877798441
771	9.871626756
772	9.868696508
773	9.867015059
774	9.864172459
775	9.861495349
776	9.858785353
777	9.856897687
778	9.854021424
779	9.852200529
780	9.848812574
781	9.846921374
782	9.843205218
783	9.83770001
784	9.835391868
785	9.832853783
786	9.829489754
787	9.825816539
788	9.824401712
789	9.822311507
790	9.819195385
791	9.816107158
792	9.812883575
793	9.809576938
794	9.806091299
795	9.802841206
796	9.799854155
797	9.797747156
798	9.793737434
799	9.791307484
800	9.789402103
801	9.785143854
802	9.780473416
803	9.777525913
804	9.77377634
805	9.769952687
806	9.768203156
807	9.765896616
808	9.762390578
809	9.758939251
810	9.758106014
811	9.755703723
812	9.753312856
813	9.750236634
814	9.748909293
815	9.746322313
816	9.742688449
817	9.740391771
818	9.737546213
819	9.735658353
820	9.730466336
821	9.726144207
822	9.724520724
823	9.722000519
824	9.717701982
825	9.715430083
826	9.712475336
827	9.708285902
828	9.706048053
829	9.704152331
830	9.702744344
831	9.700851302
832	9.697275935
833	9.69450203
834	9.692788764
835	9.689177935
836	9.686339
837	9.685018848
838	9.682208564
839	9.679782822
840	9.677680603
841	9.675051975
842	9.672531666
843	9.670196619
844	9.666579562
845	9.66540819
846	9.662778708
847	9.661007521
848	9.65862775
849	9.656483187
850	9.654042002
851	9.650181001
852	9.646303986
853	9.64280172
854	9.641379713
855	9.637670549
856	9.633730934
857	9.63182622
858	9.628953483
859	9.627318973
860	9.62400304
861	9.619776484
862	9.617556029
863	9.616571757
864	9.614548106
865	9.61276611
866	9.610066398
867	9.60790879
868	9.604580448
869	9.602510714
870	9.600148978
871	9.595220413
872	9.59299992
873	9.590393548
874	9.587738741
875	9.583265664
876	9.581612002
877	9.577834399
878	9.575293035
879	9.572241688
880	9.569716127
881	9.567058437
882	9.564483537
883	9.561422382
884	9.559516901
885	9.557835543
886	9.555042931
887	9.55229447
888	9.549785291
889	9.547363897
890	9.544218682
891	9.542655773
892	9.54080424
893	9.537465863
894	9.535950543
895	9.533958092
896	9.532262706
897	9.530356363
898	9.528530213
899	9.526687521
900	9.524481059
901	9.521952982
902	9.520770033
903	9.517525319
904	9.513710785
905	9.511221196
906	9.510217516
907	9.508191727
908	9.505684814
909	9.503969289
910	9.502461615
911	9.499146224
912	9.495741667
913	9.493030815
914	9.49182845
915	9.490496437
916	9.486385333
917	9.483913655
918	9.48130438
919	9.478941933
920	9.475559758
921	9.472465562
922	9.467761822
923	9.465429686
924	9.463741582
925	9.46018029
926	9.45906749
927	9.456801115
928	9.45536745
929	9.453433892
930	9.450901189
931	9.447470776
932	9.445319203
933	9.442450141
934	9.439994647
935	9.438223239
936	9.436443011
937	9.434736815
938	9.431830327
939	9.431246095
940	9.428530329
941	9.424454976
942	9.420796912
943	9.417828201
944	9.414643109
945	9.410519339
946	9.408874538
947	9.405297466
948	9.403839639
949	9.4015952
950	9.399661807
951	9.397369724
952	9.395955115
953	9.393941338
954	9.390839488
955	9.387961058
956	9.384804831
957	9.382333386
958	9.379233489
959	9.377493469
960	9.3763988
961	9.374174331
962	9.371790279
963	9.370061777
964	9.367282558
965	9.364547385
966	9.363015955
967	9.360639602
968	9.358337344
969	9.3560014
970	9.353983114
971	9.35175283
972	9.34913803
973	9.346055021
974	9.343196923
975	9.340538959
976	9.337986216
977	9.335954655
978	9.333005545
979	9.331578917
980	9.329723623
981	9.327544124
982	9.325289797
983	9.323381751
984	9.320844338
985	9.319076299
986	9.316841122
987	9.313378984
988	9.310838144
989	9.305404282
990	9.301652938
991	9.300014329
992	9.29814686
993	9.296064106
994	9.293794387
995	9.292768354
996	9.289569102
997	9.287135014
998	9.284848422
999	9.281635893
